Order Date,Segment,Market,Sales,Profit
2013-12-06,Consumer,Africa,245.04,9.78
2013-09-23,Consumer,EMEA,202.38,4.02
2014-02-28,Corporate,LATAM,287.24436,65.60436
2014-09-23,Consumer,LATAM,204.96,77.88
2011-02-09,Corporate,EU,91.125,-1.845
2013-09-10,Consumer,APAC,314.1135,30.2535
2014-08-22,Consumer,APAC,175.4703,46.5003
2011-08-20,Consumer,APAC,139.68,4.08
2013-03-02,Corporate,Africa,108.486,-126.714
2014-08-29,Consumer,EU,484.596,199.116
2011-12-03,Home Office,EU,144.342,35.262
2011-12-24,Consumer,APAC,100.008,22.128
2012-06-25,Home Office,APAC,141.63,25.47
2011-06-14,Corporate,Africa,136.74,13.65
2014-10-09,Consumer,Africa,58.83,6.45
2014-07-03,Corporate,LATAM,146.72,33.72
2013-10-15,Consumer,LATAM,189.46032,31.86032
2013-08-11,Corporate,EU,109.8,30.72
2013-03-06,Consumer,APAC,220.185,73.305
2013-08-22,Corporate,US,91.96,-20.691
2013-11-24,Consumer,LATAM,192.128,21.608
2014-05-31,Corporate,LATAM,215.872,45.872
2011-11-04,Consumer,EU,45.12,22.08
2013-06-24,Consumer,APAC,53.76,19.8
2011-11-25,Consumer,APAC,250.614,50.094
2012-11-21,Consumer,US,141.96,41.1684
2012-08-28,Consumer,US,307.666,28.9568
2012-05-26,Consumer,US,104.93,-4.497
2011-06-16,Consumer,LATAM,738.288,-166.152
2012-01-05,Consumer,LATAM,230.5,106.0
2013-09-25,Consumer,EU,192.0,31.2
2011-10-14,Consumer,EU,50.7,13.68
2014-11-24,Consumer,EU,138.672,13.842
2014-10-08,Consumer,APAC,281.151,-95.229
2014-12-10,Home Office,APAC,128.43,-20.55
2011-06-22,Consumer,US,161.94,9.7164
2011-09-21,Consumer,EMEA,136.152,-88.668
2014-08-08,Corporate,Canada,374.4,48.6
2014-08-27,Consumer,LATAM,198.64,99.28
2013-10-15,Consumer,LATAM,253.2924,83.1924
2012-07-04,Consumer,APAC,97.2,20.4
2011-03-01,Consumer,APAC,109.1853,-74.4147
2013-01-10,Consumer,APAC,92.82,45.48
2013-06-28,Consumer,Canada,47.43,17.07
2013-05-03,Home Office,Africa,274.62,109.8
2014-09-05,Home Office,LATAM,216.72,75.84
2013-12-20,Consumer,LATAM,63.68,-25.92
2012-04-28,Home Office,LATAM,160.692,-58.968
2014-01-10,Consumer,EU,90.9,15.3
2012-03-23,Corporate,EU,156.87,3.06
2012-10-24,Corporate,EU,101.1,11.1
2013-07-23,Home Office,US,86.2,24.998
2013-08-02,Consumer,EMEA,153.6,76.8
2011-11-18,Consumer,EMEA,116.52,51.24
2014-04-09,Home Office,EU,243.33,121.65
2011-09-16,Consumer,EU,169.74,32.25
2014-11-28,Consumer,EU,102.09,-89.85
2014-12-17,Corporate,US,97.184,6.074
2011-11-21,Consumer,Africa,74.052,-155.628
2014-11-22,Consumer,LATAM,97.74,-8.16
2014-06-18,Corporate,EU,192.528,-275.112
2011-04-03,Corporate,APAC,163.32,6.48
2014-03-19,Corporate,APAC,403.785,62.685
2012-09-05,Consumer,APAC,299.16,68.76
2014-12-05,Corporate,Africa,182.37,52.86
2011-09-13,Consumer,EMEA,149.184,-308.496
2013-06-28,Corporate,EU,90.63,14.49
2012-08-15,Consumer,EU,149.31,41.76
2014-01-15,Home Office,EU,203.52,93.6
2013-07-29,Consumer,APAC,238.6503,22.7103
2011-05-06,Consumer,APAC,387.36,116.16
2012-08-21,Home Office,US,59.94,28.1718
2013-12-02,Consumer,US,172.5,51.75
2012-12-06,Consumer,US,198.272,61.96
2012-11-08,Corporate,US,67.15,16.7875
2013-06-01,Consumer,EMEA,180.12,37.8
2013-06-17,Corporate,EMEA,218.64,10.92
2013-09-19,Home Office,LATAM,221.76,55.44
2014-11-18,Corporate,EU,225.828,-5.022
2011-01-13,Consumer,EU,198.42,-130.98
2012-10-02,Home Office,EU,88.2,18.45
2013-06-25,Consumer,APAC,88.965,14.715
2011-12-09,Consumer,APAC,195.534,64.374
2011-01-21,Consumer,US,247.716,93.5816
2011-03-09,Consumer,Africa,50.46,0.99
2014-12-15,Corporate,LATAM,174.06,50.4
2012-06-15,Consumer,LATAM,259.56,116.76
2013-08-30,Corporate,EU,134.7,61.95
2014-08-01,Consumer,EU,148.512,16.872
2011-08-04,Corporate,US,101.96,27.5292
2012-12-13,Consumer,LATAM,114.78,5.7
2012-12-05,Home Office,EU,147.45,30.9
2013-03-28,Corporate,EU,173.88,53.82
2013-01-15,Corporate,EU,180.96,48.84
2014-05-09,Consumer,APAC,111.84,3.24
2014-11-18,Consumer,APAC,224.82,6.72
2014-12-30,Consumer,APAC,154.953,58.473
2014-10-22,Home Office,US,262.11,62.9064
2013-05-03,Consumer,US,44.94,12.5832
2014-01-08,Corporate,Africa,318.03,73.14
2012-11-13,Consumer,EMEA,165.312,-173.598
2012-06-01,Consumer,EMEA,173.94,8.67
2012-12-28,Consumer,LATAM,142.68,32.76
2013-12-07,Home Office,LATAM,109.12,39.28
2011-10-10,Corporate,EU,70.08,11.04
2014-08-13,Home Office,EU,86.4,22.08
2013-10-28,Home Office,EU,231.12,46.2
2013-06-29,Home Office,APAC,215.46,0.0
2014-11-28,Home Office,APAC,87.9504,-7.3296
2013-01-14,Corporate,EMEA,113.832,-68.328
2013-11-26,Home Office,LATAM,384.5738,-174.9262
2011-01-20,Consumer,US,56.064,19.6224
2012-07-23,Consumer,EU,93.18,13.92
2013-04-03,Consumer,EU,78.57,39.24
2013-05-16,Consumer,APAC,164.7135,63.4935
2011-12-26,Corporate,APAC,156.654,69.624
2011-05-24,Consumer,US,116.28,56.9772
2014-02-18,Home Office,US,89.0664,-17.0274
2014-01-30,Consumer,US,94.85,45.528
2014-01-09,Consumer,LATAM,432.16,108.0
2012-05-08,Consumer,EU,186.3,-156.6
2012-11-22,Corporate,APAC,114.84,51.66
2014-10-04,Home Office,APAC,135.72,31.2
2014-06-30,Consumer,US,312.552,101.5794
2012-06-12,Consumer,EMEA,155.916,-222.204
2012-07-21,Consumer,Africa,106.56,43.68
2014-09-26,Consumer,LATAM,169.3,3.3
2013-08-08,Consumer,LATAM,46.152,-49.668
2013-03-13,Consumer,LATAM,217.12,49.92
2012-02-16,Consumer,APAC,170.55,17.01
2011-09-13,Home Office,US,340.116,-9.7176
2014-08-14,Consumer,US,272.048,30.6054
2012-04-16,Home Office,LATAM,276.224,48.304
2012-10-03,Consumer,LATAM,77.0,6.16
2012-06-09,Consumer,EU,161.16,19.32
2014-02-12,Corporate,APAC,220.482,-14.778
2012-11-01,Corporate,APAC,186.705,58.005
2012-01-13,Corporate,APAC,84.45,17.7
2014-02-27,Corporate,Africa,95.16,9.48
2011-09-23,Consumer,Canada,409.26,114.54
2013-10-15,Corporate,LATAM,97.26,18.46
2014-05-05,Consumer,EU,70.65,16.2
2013-02-12,Consumer,APAC,189.72,66.36
2012-10-18,Consumer,APAC,90.9,36.36
2013-06-17,Corporate,APAC,203.76,44.82
2014-08-25,Consumer,APAC,99.09,-9.93
2014-07-09,Consumer,US,198.46,99.23
2013-07-18,Consumer,US,242.94,4.8588
2011-10-03,Consumer,US,55.984,4.1988
2012-09-11,Corporate,US,265.86,79.758
2012-11-15,Corporate,Africa,492.96,29.52
2014-07-10,Home Office,Africa,144.42,23.1
2014-05-19,Home Office,LATAM,226.6,18.1
2012-10-15,Home Office,LATAM,209.01296,-7.70704
2014-09-05,Consumer,LATAM,57.12,0.48
2012-06-14,Home Office,EU,113.4,54.36
2012-12-24,Consumer,APAC,161.04,12.87
2012-08-31,Corporate,APAC,176.148,78.228
2012-12-03,Consumer,LATAM,186.84,74.64
2012-12-15,Consumer,LATAM,111.88,21.24
2013-06-20,Consumer,EU,101.85,22.26
2013-12-30,Consumer,EU,69.3,0.0
2013-10-15,Consumer,EU,100.65,26.1
2012-10-12,Corporate,APAC,163.68,-16.47
2011-04-04,Corporate,US,99.98,42.9914
2011-07-26,Corporate,US,111.93,34.6983
2011-08-15,Corporate,LATAM,187.56,-218.84
2014-03-11,Corporate,LATAM,152.1,42.54
2012-05-14,Home Office,US,200.984,62.8075
2013-02-01,Home Office,LATAM,63.04,11.76
2013-09-18,Home Office,LATAM,93.84,34.68
2013-12-23,Consumer,LATAM,149.1,67.08
2012-02-13,Consumer,EU,105.18,25.2
2011-10-13,Corporate,EU,35.34,3.48
2013-02-14,Corporate,EU,70.56,1.35
2014-03-06,Corporate,LATAM,77.56,3.08
2011-07-20,Corporate,EU,123.21,60.3
2013-08-01,Corporate,APAC,175.77,64.98
2014-07-07,Consumer,APAC,449.3475,-53.9325
2011-06-24,Consumer,APAC,154.278,17.118
2011-12-28,Corporate,APAC,109.89,29.67
2013-01-02,Corporate,US,173.94,38.2668
2013-06-29,Home Office,LATAM,149.1,67.08
2013-06-17,Corporate,LATAM,53.472,-18.848
2013-08-25,Corporate,EU,158.94,28.44
2014-10-15,Consumer,EU,60.9,30.42
2012-11-30,Home Office,Africa,207.144,-269.376
2014-04-21,Home Office,LATAM,54.54,-27.36
2011-07-26,Consumer,EU,135.54,40.59
2014-10-31,Home Office,EU,93.3,44.7
2014-06-24,Consumer,EU,252.585,-11.235
2014-08-26,Home Office,APAC,104.22,-12.18
2013-09-13,Home Office,US,146.952,9.1845
2013-11-29,Consumer,EMEA,385.86,92.58
2013-11-15,Corporate,EU,88.02,31.68
2012-09-10,Corporate,EU,106.2,42.48
2012-08-25,Consumer,EU,266.814,41.454
2012-08-11,Consumer,APAC,59.88,4.68
2012-12-20,Consumer,US,159.984,11.9988
2014-01-15,Consumer,EMEA,81.27,40.62
2011-08-24,Consumer,Africa,158.22,64.8
2013-06-12,Consumer,LATAM,170.92,82.04
2013-01-08,Consumer,LATAM,193.68,42.6
2011-06-13,Consumer,EU,111.84,54.72
2014-07-01,Corporate,EU,153.36,65.88
2014-06-23,Corporate,EMEA,190.08,60.72
2012-06-25,Corporate,LATAM,169.28,59.24
2013-11-06,Consumer,EU,174.312,32.832
2014-08-04,Consumer,EU,194.4,83.52
2014-08-26,Corporate,EU,126.18,63.09
2012-11-19,Consumer,APAC,100.5,17.04
2011-06-07,Corporate,APAC,232.875,49.155
2014-03-17,Corporate,APAC,155.8989,1.8189
2012-08-28,Consumer,APAC,39.852,7.932
2011-05-05,Consumer,APAC,139.032,19.062
2014-09-03,Home Office,APAC,78.4188,-35.5212
2012-08-16,Home Office,EMEA,171.51,58.29
2014-12-26,Consumer,LATAM,269.28,-40.44
2013-08-06,Consumer,LATAM,169.5,61.02
2013-01-17,Consumer,EU,44.28,13.68
2013-09-12,Consumer,EU,73.2,3.66
2013-01-05,Corporate,APAC,265.5,45.0
2011-06-01,Home Office,US,289.2,83.868
2011-12-13,Home Office,EMEA,182.07,40.05
2014-11-14,Consumer,Africa,360.96,61.32
2014-12-01,Consumer,Canada,303.66,75.9
2012-02-05,Corporate,Canada,55.86,6.12
2011-05-18,Home Office,LATAM,172.044,-106.116
2012-09-24,Consumer,EU,145.86,66.99
2013-02-11,Corporate,EU,169.74,74.61
2011-11-25,Home Office,APAC,143.64,12.72
2013-06-14,Home Office,APAC,234.0,39.78
2011-06-30,Consumer,APAC,75.87,18.9
2014-04-01,Corporate,US,64.12,30.7776
2014-06-12,Consumer,Africa,176.22,45.81
2011-02-26,Corporate,LATAM,144.096,-111.684
2013-12-19,Corporate,LATAM,184.68,81.24
2011-11-08,Home Office,EU,167.832,55.872
2013-06-18,Consumer,APAC,109.9485,-18.7515
2014-06-05,Home Office,APAC,83.592,3.672
2011-09-22,Consumer,APAC,397.74,0.0
2013-07-19,Home Office,APAC,99.7326,-24.6474
2013-11-08,Consumer,APAC,108.48,45.54
2013-06-10,Consumer,EMEA,1124.1,146.1
2012-11-18,Consumer,LATAM,118.8,14.82
2014-03-31,Consumer,EU,43.2,0.96
2011-09-16,Consumer,EU,168.93,-125.01
2014-05-29,Corporate,US,106.869,-29.0073
2013-08-28,Corporate,Africa,76.32,35.82
2013-08-21,Consumer,EMEA,76.32,35.82
2014-08-05,Consumer,EMEA,62.46,25.56
2011-08-11,Consumer,Canada,109.8,30.72
2012-05-07,Corporate,LATAM,57.96,-37.68
2013-09-10,Home Office,EU,219.75,-202.17
2012-01-17,Home Office,EU,171.045,-71.925
2014-06-23,Consumer,EU,61.47,24.57
2014-12-30,Consumer,EU,129.033,17.193
2012-11-27,Consumer,APAC,329.94,13.14
2014-09-08,Consumer,APAC,111.738,-30.582
2013-12-05,Corporate,US,212.88,0.0
2013-11-08,Consumer,US,314.088,19.6305
2012-09-25,Corporate,EMEA,93.48,43.92
2013-06-03,Corporate,EMEA,132.48,14.55
2012-12-31,Corporate,LATAM,92.6,41.6
2014-02-07,Home Office,EU,204.57,-118.71
2013-10-25,Consumer,EU,103.32,36.12
2014-06-10,Corporate,EU,213.975,7.125
2013-10-31,Corporate,APAC,286.32,57.24
2012-03-27,Home Office,APAC,119.799,47.889
2014-06-07,Corporate,APAC,109.8054,-53.8746
2014-11-18,Home Office,LATAM,145.216,39.856
2012-09-24,Consumer,EU,130.44,33.84
2013-10-22,Home Office,APAC,180.285,53.025
2012-08-22,Corporate,EMEA,582.912,-801.528
2013-08-26,Corporate,LATAM,45.6,9.1
2011-02-25,Consumer,LATAM,231.97512,43.69512
2013-09-05,Consumer,EU,187.38,76.68
2011-11-07,Consumer,APAC,1234.56,135.72
2011-07-02,Consumer,APAC,171.288,-39.972
2013-04-09,Consumer,US,388.704,-4.8588
2013-06-22,Home Office,Africa,146.79,16.14
2013-06-28,Consumer,EMEA,49.728,-64.692
2011-11-18,Consumer,EMEA,298.68,113.46
2014-06-18,Corporate,Africa,245.04,9.78
2013-07-29,Consumer,EMEA,270.288,-67.572
2013-08-30,Corporate,LATAM,145.76,17.44
2013-09-20,Home Office,LATAM,147.28,48.58
2011-08-03,Consumer,EU,65.37,24.84
2014-10-17,Home Office,EU,56.64,20.88
2013-11-27,Consumer,EU,265.26,13.26
2011-07-21,Consumer,APAC,148.8,46.08
2014-06-05,Home Office,APAC,362.733,-119.187
2012-02-22,Consumer,EMEA,174.66,52.38
2014-10-28,Consumer,Africa,184.92,24.03
2011-06-22,Home Office,LATAM,247.02,106.2
2012-04-27,Consumer,LATAM,153.40752,36.12752
2011-11-29,Corporate,LATAM,101.808,-49.392
2013-11-28,Consumer,EU,81.6,35.88
2013-07-15,Corporate,EU,231.39,-2.61
2013-08-14,Consumer,APAC,82.6182,-16.9218
2014-12-25,Corporate,APAC,230.1033,44.0433
2014-10-29,Corporate,APAC,59.004,-7.536
2013-01-03,Consumer,US,114.46,28.615
2013-07-10,Corporate,Africa,104.274,-156.426
2014-09-19,Consumer,EMEA,107.82,24.78
2014-10-22,Corporate,Africa,86.19,17.22
2014-03-11,Home Office,LATAM,126.72,28.42
2014-03-19,Corporate,APAC,263.676,57.756
2014-09-23,Home Office,APAC,125.79,57.75
2011-03-01,Corporate,EU,151.362,-5.058
2012-01-07,Consumer,EU,111.96,-94.05
2014-12-30,Consumer,EU,288.54,17.28
2013-12-03,Consumer,APAC,63.315,5.565
2013-03-07,Consumer,US,145.98,-99.2664
2012-06-26,Consumer,Africa,105.84,48.66
2014-04-10,Corporate,LATAM,139.032,-32.448
2013-09-30,Consumer,LATAM,129.12712,-188.83288
2012-12-26,Home Office,LATAM,96.02756,34.42756
2011-06-07,Home Office,EU,126.819,43.659
2014-12-22,Consumer,APAC,163.4436,57.0036
2012-11-17,Consumer,APAC,720.3348,-19.8252
2011-11-14,Consumer,APAC,348.93,104.67
2013-07-28,Consumer,APAC,94.71,-13.44
2014-07-02,Consumer,APAC,260.64,44.28
2011-04-28,Corporate,US,177.568,-37.7332
2014-09-11,Consumer,EMEA,149.46,26.88
2012-01-22,Corporate,EMEA,108.51,40.14
2013-11-14,Home Office,LATAM,255.96,104.94
2011-06-03,Corporate,LATAM,54.12,21.06
2014-12-06,Consumer,EU,133.35,5.25
2014-03-19,Consumer,EU,62.34,8.7
2012-05-22,Corporate,EU,103.437,1.107
2011-09-02,Corporate,APAC,352.59,158.55
2014-12-01,Home Office,US,68.472,23.1093
2013-09-06,Corporate,LATAM,94.8,27.48
2013-04-26,Consumer,LATAM,271.488,84.828
2014-11-22,Consumer,LATAM,285.89184,-43.98816
2014-06-27,Corporate,EU,184.86,51.66
2011-06-17,Home Office,EU,105.525,-7.605
2013-09-30,Home Office,APAC,204.975,-102.555
2011-10-06,Consumer,APAC,424.71,157.14
2012-04-30,Home Office,US,213.115,-15.2225
2012-12-16,Corporate,APAC,122.4,35.46
2011-04-06,Consumer,APAC,122.76,41.67
2014-08-02,Consumer,APAC,53.784,-0.936
2013-10-16,Home Office,US,121.6,55.936
2013-07-16,Corporate,US,230.28,23.028
2013-07-12,Home Office,Africa,278.88,114.3
2013-08-08,Consumer,EMEA,118.56,53.28
2011-12-22,Corporate,LATAM,61.44,28.26
2011-09-26,Home Office,LATAM,163.15304,11.11304
2014-04-28,Consumer,LATAM,215.46,-71.84
2013-07-04,Consumer,LATAM,94.4,0.94
2013-03-05,Corporate,LATAM,130.24,52.08
2014-10-13,Consumer,EU,340.41,20.37
2013-01-03,Consumer,EU,372.897,-4.263
2012-09-27,Consumer,EU,89.37,0.81
2014-01-31,Home Office,US,120.784,-13.5882
2014-12-10,Home Office,US,189.0,68.04
2013-09-02,Consumer,EMEA,86.76,5.16
2014-05-21,Home Office,EMEA,92.544,-53.256
2014-06-09,Corporate,EU,268.2,67.05
2013-06-29,Consumer,EU,414.72,62.16
2014-06-13,Consumer,EU,88.92,39.96
2014-12-16,Home Office,EU,122.031,-20.979
2012-11-07,Corporate,APAC,219.51,55.53
2014-07-28,Consumer,APAC,93.51,2.79
2011-05-31,Corporate,LATAM,253.4862,-116.0138
2011-06-03,Consumer,LATAM,125.22,33.78
2014-12-15,Consumer,EU,41.28,18.12
2014-11-28,Consumer,APAC,151.92,65.28
2012-04-20,Corporate,APAC,121.263,35.043
2014-11-20,Home Office,APAC,74.7747,16.1847
2011-04-18,Consumer,US,149.352,50.4063
2014-02-18,Home Office,US,438.336,-87.6672
2014-05-05,Corporate,EMEA,65.88,23.04
2013-06-12,Consumer,LATAM,109.2,43.68
2011-06-30,Consumer,LATAM,230.22,85.14
2013-06-14,Consumer,EU,185.28,48.12
2012-06-01,Corporate,EU,376.86,97.98
2012-12-05,Corporate,EU,263.7,118.62
2013-05-09,Consumer,APAC,45.3678,-9.2922
2011-03-30,Consumer,APAC,218.4,69.81
2012-06-23,Consumer,Africa,175.17,38.52
2014-03-14,Home Office,Africa,33.0,13.5
2012-06-27,Consumer,LATAM,120.48,9.6
2013-03-08,Corporate,EU,98.85,41.4
2012-03-19,Corporate,EU,139.14,13.86
2011-07-06,Corporate,EU,174.6,54.12
2014-09-10,Consumer,APAC,145.86,11.64
2013-09-25,Consumer,APAC,176.256,11.736
2012-09-17,Consumer,US,659.9,217.767
2014-01-23,Home Office,EMEA,79.74,26.31
2013-07-10,Consumer,Africa,180.12,63.03
2012-03-10,Consumer,LATAM,81.816,-1.484
2012-08-09,Corporate,EU,232.389,85.149
2014-05-13,Corporate,US,127.92,-15.99
2012-07-09,Consumer,US,181.96,20.0156
2011-04-18,Corporate,EU,56.61,14.13
2011-06-29,Home Office,APAC,95.85,22.95
2012-01-17,Consumer,APAC,248.82,89.55
2014-10-22,Corporate,APAC,134.61,39.03
2014-11-07,Corporate,APAC,117.6,37.59
2012-09-25,Consumer,US,102.582,6.8388
2011-10-26,Corporate,Africa,137.772,-220.548
2013-11-29,Consumer,EMEA,122.25,24.45
2013-08-02,Corporate,LATAM,103.8,39.42
2013-12-03,Corporate,LATAM,203.14,89.32
2012-07-12,Consumer,LATAM,264.816,-66.204
2014-07-26,Corporate,LATAM,167.496,-5.684
2012-09-23,Consumer,LATAM,414.0,45.52
2014-08-30,Consumer,EU,105.24,19.98
2014-11-24,Consumer,EU,176.4,36.9
2011-12-02,Home Office,EU,145.98,26.19
2014-03-22,Home Office,APAC,346.32,13.77
2011-12-15,Corporate,APAC,198.045,68.145
2012-10-24,Home Office,APAC,418.2,175.5
2013-11-28,Corporate,US,167.292,29.7408
2012-01-12,Corporate,US,107.118,-21.4236
2014-08-13,Consumer,Africa,249.18,72.24
2014-03-06,Home Office,EMEA,231.12,39.24
2014-01-10,Consumer,EU,148.23,-39.57
2014-08-13,Corporate,EU,233.28,67.44
2011-06-09,Home Office,EU,214.83,60.06
2012-11-08,Corporate,APAC,159.354,-14.766
2013-08-12,Corporate,APAC,401.76,164.7
2011-10-14,Corporate,APAC,164.4975,24.0975
2012-03-02,Home Office,US,101.88,50.94
2013-06-25,Consumer,LATAM,75.12,10.48
2014-10-20,Consumer,EU,209.763,61.683
2014-05-29,Consumer,EU,158.1,-28.5
2013-12-19,Consumer,EU,113.82,-20.58
2013-06-21,Consumer,US,46.76,22.4448
2014-02-10,Consumer,US,252.784,-417.0936
2014-07-10,Consumer,US,257.98,74.8142
2012-12-17,Consumer,US,92.96,31.374
2013-12-23,Corporate,Africa,128.43,1.26
2013-06-02,Consumer,EU,74.79,3.69
2014-09-05,Consumer,EU,97.32,17.46
2013-06-04,Consumer,APAC,158.58,69.66
2011-10-17,Corporate,APAC,236.952,102.672
2014-08-18,Consumer,EMEA,158.58,20.58
2014-11-07,Corporate,EU,169.296,-27.534
2014-04-21,Consumer,EU,147.663,-0.027
2011-12-20,Corporate,LATAM,78.32,7.82
2014-09-20,Home Office,LATAM,47.96,15.8
2013-12-04,Consumer,EU,291.96,52.38
2013-04-30,Corporate,APAC,224.55,112.23
2012-04-24,Consumer,APAC,102.7776,3.7776
2014-06-24,Consumer,APAC,164.754,52.974
2014-10-03,Consumer,US,217.764,-384.7164
2011-09-29,Consumer,US,77.52,37.9848
2011-11-08,Consumer,EMEA,112.2,52.71
2011-10-01,Consumer,EMEA,103.56,18.6
2014-06-09,Consumer,LATAM,58.68,-3.92
2012-11-06,Consumer,LATAM,130.34,24.64
2013-04-13,Consumer,LATAM,245.7,51.52
2013-08-06,Consumer,EU,204.15,53.07
2014-07-13,Consumer,EU,187.572,-192.948
2013-08-12,Consumer,APAC,137.07,56.16
2014-12-04,Consumer,APAC,432.6615,-394.2585
2013-08-01,Home Office,APAC,509.22,239.22
2012-04-18,Corporate,US,97.968,6.123
2014-10-21,Corporate,Africa,77.46,3.09
2014-05-04,Consumer,Africa,80.55,33.0
2011-06-18,Consumer,EMEA,85.428,-185.112
2013-12-19,Corporate,Africa,49.32,11.82
2012-07-01,Corporate,EU,229.86,25.2
2014-03-21,Home Office,EU,190.89,59.37
2014-03-11,Corporate,APAC,90.3,38.82
2014-07-24,Consumer,US,159.75,11.1825
2014-09-04,Consumer,Africa,44.037,-86.613
2014-08-08,Corporate,LATAM,65.24,22.16
2013-10-29,Corporate,EU,85.32,-9.48
2013-07-29,Corporate,APAC,199.26,7.92
2012-12-07,Consumer,APAC,236.1,73.14
2014-03-14,Home Office,LATAM,68.6,26.72
2013-07-20,Home Office,LATAM,140.24,65.84
2013-11-29,Consumer,Africa,191.49,47.85
2013-07-09,Consumer,LATAM,68.3,31.4
2014-11-18,Consumer,EU,218.16,104.64
2014-06-02,Corporate,APAC,155.7744,18.7344
2011-10-13,Home Office,APAC,72.504,4.824
2011-08-12,Home Office,US,158.928,41.7186
2014-09-22,Corporate,EMEA,115.5,49.62
2013-10-22,Home Office,EMEA,212.4,84.96
2011-11-21,Consumer,EMEA,105.324,-152.736
2012-05-19,Corporate,Africa,114.057,-148.293
2013-05-30,Consumer,EU,129.033,17.193
2014-04-17,Consumer,EU,206.76,28.92
2014-06-10,Corporate,EU,159.354,-10.626
2014-03-11,Consumer,APAC,139.59,69.75
2012-11-30,Consumer,US,152.991,-122.3928
2012-08-20,Consumer,Canada,144.54,27.36
2014-05-07,Consumer,EMEA,180.6,59.52
2011-05-10,Corporate,EU,43.83,-32.49
2014-05-30,Home Office,EU,184.167,36.807
2012-09-11,Consumer,US,181.35,48.9645
2013-08-20,Consumer,US,276.784,89.9548
2014-12-10,Consumer,US,146.45,48.3285
2011-06-10,Consumer,Africa,92.502,-181.938
2014-01-29,Corporate,Africa,73.926,-51.894
2014-05-16,Consumer,Africa,142.89,14.28
2011-09-09,Corporate,LATAM,137.136,23.976
2012-12-03,Consumer,EU,57.45,0.45
2013-05-30,Consumer,EU,124.44,-14.64
2011-12-06,Consumer,EU,112.98,19.11
2012-09-28,Consumer,APAC,97.3674,23.9274
2013-11-19,Home Office,EMEA,233.568,-87.672
2014-02-11,Corporate,Canada,102.72,19.5
2013-05-31,Home Office,LATAM,200.544,-13.376
2014-10-16,Corporate,LATAM,218.736,71.036
2014-03-17,Consumer,EU,250.44,75.12
2012-12-14,Consumer,EU,198.0,65.28
2011-09-02,Consumer,EU,147.96,16.2
2011-09-22,Corporate,EU,186.8895,59.3595
2014-08-07,Consumer,APAC,196.92,90.48
2013-04-26,Consumer,APAC,277.14,38.76
2011-03-01,Consumer,APAC,91.872,-45.948
2013-08-20,Home Office,EMEA,234.3,16.38
2014-11-20,Consumer,EMEA,272.28,40.8
2012-11-16,Consumer,LATAM,105.72,26.4
2014-12-29,Consumer,LATAM,172.788,-57.652
2014-09-12,Consumer,LATAM,55.92,3.34
2011-11-09,Corporate,LATAM,174.24,-191.76
2014-10-08,Home Office,US,154.764,-36.1116
2013-08-27,Corporate,US,249.95,87.4825
2013-10-09,Consumer,Africa,48.87,14.16
2011-08-27,Corporate,EU,280.26,44.82
2011-06-24,Consumer,EU,173.46,55.44
2012-08-25,Consumer,EU,218.4,8.64
2013-12-04,Consumer,EU,261.09,28.62
2012-08-15,Consumer,APAC,262.14,73.38
2014-10-10,Consumer,APAC,449.9154,203.1354
2013-07-23,Corporate,APAC,143.82,41.58
2013-04-16,Consumer,APAC,46.98,-1.08
2013-06-28,Corporate,APAC,60.03,28.8
2011-07-26,Consumer,US,134.01,36.1827
2014-07-10,Consumer,US,119.04,48.8064
2011-08-08,Consumer,EMEA,265.74,77.04
2011-06-22,Consumer,EU,152.19,48.69
2014-12-27,Corporate,EU,200.16,36.0
2014-12-29,Corporate,APAC,112.158,7.458
2014-08-16,Corporate,APAC,113.4,35.1
2014-08-18,Home Office,US,98.16,9.816
2014-08-30,Corporate,US,148.02,41.4456
2013-05-06,Home Office,US,177.48,19.9665
2012-10-20,Consumer,US,74.76,23.9232
2013-08-15,Consumer,EMEA,220.08,17.58
2011-05-06,Consumer,EMEA,166.83,46.71
2013-09-26,Corporate,EMEA,78.78,38.58
2013-06-04,Corporate,LATAM,217.2,102.06
2013-10-05,Corporate,LATAM,286.9204,3.8004
2011-07-07,Consumer,LATAM,194.01512,-123.94488
2014-07-30,Consumer,LATAM,355.0,170.4
2013-06-27,Corporate,LATAM,157.584,-15.776
2011-11-22,Home Office,EU,131.85,54.0
2014-11-15,Consumer,EU,127.008,40.878
2013-12-17,Consumer,APAC,41.85,4.65
2012-06-22,Corporate,APAC,195.93,88.11
2014-12-01,Consumer,APAC,305.91,47.55
2013-04-05,Consumer,Africa,49.77,13.92
2011-06-01,Home Office,EU,102.54,35.88
2014-03-13,Corporate,EU,126.0,13.68
2011-12-13,Consumer,EU,121.5,-17.1
2012-06-11,Consumer,EU,356.562,19.782
2012-03-23,Home Office,EU,55.92,27.36
2014-09-04,Consumer,EU,245.43,41.58
2013-04-06,Consumer,APAC,100.008,9.978
2011-03-28,Home Office,LATAM,204.96,79.8
2012-09-24,Consumer,EU,136.782,51.672
2014-10-24,Corporate,EU,71.28,17.82
2012-04-22,Consumer,EU,205.44,-90.48
2011-06-07,Home Office,EU,164.808,-109.872
